20:44:58.791 INFO     Starting ED Autopilot V1.7.0 beta 1.
20:45:02.287 DEBUG    Journal*.log: read: 1197 ship: {'time': 272, 'odyssey': True, 'status': 'starting_hyperspace', 'type': 'panthermkii', 'location': 'V2367 Ophiuchii', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 13.956, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 101.429688, 'fuel_percent': 79, 'is_scooping': False, 'cur_star_system': 'V2367 Ophiuchii', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1336 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1480 ship: {'time': 272, 'odyssey': True, 'status': 'in_space', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Wally Bei', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1491 ship: {'time': 272, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Wally Bei', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1547 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Wally Bei', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1556 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Wally Bei', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1557 ship: {'time': 272, 'odyssey': True, 'status': 'in_space', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1562 ship: {'time': 272, 'odyssey': True, 'status': 'starting_docking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1565 ship: {'time': 272, 'odyssey': True, 'status': 'dockinggranted', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:45:02.287 DEBUG    Journal*.log: read: 1568 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 20, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1574 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 21, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1579 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 22, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1582 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 23, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1585 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 24, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1588 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 25, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1591 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 26, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1593 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 27, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1598 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 28, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1606 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 29, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1608 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 30, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.289 DEBUG    Journal*.log: read: 1618 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': 'LHS 3246', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': True, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 30, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 13.503, 'jumps_remains': 2, 'fuel_capacity': 128.0, 'fuel_level': 96.293243, 'fuel_percent': 75, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
